transaction_id,card_id,timestamp,amount,merchant_category,country,card_present,is_fraud
txn_0000024,card_00782,2026-01-03T10:29:42Z,51.27,pharmacy,GB,False,False
txn_0000025,card_00291,2026-01-24T21:28:06Z,46.22,atm_withdrawal,SG,True,False
txn_0000026,card_00455,2026-01-29T23:09:40Z,32.97,atm_withdrawal,DE,False,False
txn_0000027,card_00161,2026-01-02T01:14:11Z,10.32,atm_withdrawal,IN,False,False
txn_0000028,card_00583,2026-01-20T02:00:11Z,78.68,grocery,SG,False,False
txn_0000029,card_00827,2026-01-22T09:00:20Z,242.22,fuel,IN,False,False
txn_0000030,card_00174,2026-01-08T12:52:56Z,176.6,fuel,US,True,False
txn_0000031,card_00039,2026-01-05T21:04:24Z,743.62,grocery,US,True,False
txn_0000032,card_00009,2026-01-19T11:27:11Z,65.47,electronics,GB,True,False
txn_0000033,card_00526,2026-01-24T00:20:32Z,96.3,online_retail,IN,False,False
txn_0000034,card_00506,2026-01-23T21:28:50Z,204.12,grocery,GB,True,False
txn_0000035,card_00274,2026-01-20T16:41:46Z,79.88,atm_withdrawal,US,True,False
txn_0000036,card_00181,2026-01-05T06:26:42Z,82.8,fuel,US,True,False
txn_0000037,card_00056,2026-01-25T05:11:42Z,81.57,pharmacy,IN,False,False
txn_0000038,card_00626,2026-01-04T19:23:55Z,10.19,online_retail,DE,True,False
txn_0000039,card_00122,2026-01-14T15:11:25Z,57.56,electronics,DE,True,False
txn_0000040,card_00762,2026-01-12T20:43:14Z,27.04,pharmacy,US,True,False
txn_0000041,card_00537,2026-01-29T18:15:45Z,23.77,entertainment,GB,True,False
txn_0000042,card_00719,2026-01-05T13:15:32Z,237.79,online_retail,IN,True,False
txn_0000043,card_00159,2026-01-02T20:53:35Z,12.52,travel,AE,False,False
txn_0000044,card_00806,2026-01-25T23:13:23Z,372.36,pharmacy,AE,True,False
txn_0000045,card_00067,2026-01-27T10:05:31Z,57.78,pharmacy,GB,False,False
txn_0000046,card_00708,2026-01-27T19:08:15Z,19.04,travel,IN,False,False
txn_0000047,card_00772,2026-01-23T17:44:14Z,111.92,pharmacy,AE,False,False
txn_0000048,card_00307,2026-01-09T09:20:43Z,20.65,electronics,GB,True,False
txn_0000049,card_00660,2026-01-04T17:18:10Z,37.62,atm_withdrawal,DE,True,False
txn_0000050,card_00400,2026-01-20T06:01:02Z,79.42,atm_withdrawal,IN,True,False
txn_0000051,card_00073,2026-01-04T07:46:51Z,207.91,entertainment,SG,False,False
txn_0000052,card_00107,2026-01-07T01:13:19Z,96.26,restaurant,SG,False,False
txn_0000053,card_00715,2026-01-05T03:31:23Z,103.88,atm_withdrawal,SG,True,False
txn_0000054,card_00640,2026-01-29T16:07:19Z,102.14,utilities,US,True,False
txn_0000055,card_00198,2026-01-11T01:53:05Z,182.88,fuel,DE,True,False
txn_0000056,card_00566,2026-01-12T21:25:25Z,36.37,utilities,GB,False,False
txn_0000057,card_00678,2026-01-16T06:31:39Z,46.83,pharmacy,US,True,False
txn_0000058,card_00157,2026-01-18T16:35:26Z,40.22,atm_withdrawal,US,True,False
txn_0000059,card_00636,2026-01-20T21:10:01Z,21.1,atm_withdrawal,GB,False,False
txn_0000060,card_00244,2026-01-22T14:27:58Z,192.51,atm_withdrawal,US,True,False
txn_0000061,card_00671,2026-01-26T00:11:19Z,143.23,online_retail,IN,False,False
txn_0000062,card_00765,2026-01-20T16:55:44Z,21.33,online_retail,GB,True,False
txn_0000063,card_00526,2026-01-14T17:57:10Z,56.08,grocery,DE,True,False
txn_0000064,card_00443,2026-01-27T08:19:01Z,133.22,grocery,IN,False,False
txn_0000065,card_00242,2026-01-06T06:48:03Z,90.81,online_retail,DE,True,True
txn_0000066,card_00239,2026-01-28T20:12:38Z,169.77,fuel,AE,True,False
txn_0000067,card_00344,2026-01-07T11:05:05Z,79.09,utilities,DE,True,False
txn_0000068,card_00490,2026-01-07T03:03:07Z,238.91,online_retail,DE,True,False
txn_0000069,card_00390,2026-01-25T22:12:56Z,55.77,utilities,SG,False,False
txn_0000070,card_00058,2026-01-23T19:14:33Z,26.71,restaurant,AE,False,False
txn_0000071,card_00310,2026-01-28T00:00:46Z,84.17,electronics,IN,True,False
txn_0000072,card_00044,2026-01-01T19:09:32Z,6.13,atm_withdrawal,US,True,False
txn_0000073,card_00628,2026-01-29T17:28:12Z,166.54,atm_withdrawal,GB,True,False
txn_0000074,card_00867,2026-01-04T19:20:39Z,49.18,travel,GB,True,False
txn_0000075,card_00778,2026-01-09T20:44:32Z,790.26,travel,GB,True,False
txn_0000076,card_00171,2026-01-25T14:22:57Z,90.89,pharmacy,AE,True,False
txn_0000077,card_00007,2026-01-13T04:01:03Z,432.43,utilities,IN,False,False
txn_0000078,card_00406,2026-01-14T01:57:59Z,45.64,atm_withdrawal,SG,False,False
txn_0000079,card_00310,2026-01-18T00:57:59Z,9.25,grocery,AE,False,False
txn_0000080,card_00363,2026-01-19T07:46:26Z,23.01,atm_withdrawal,DE,True,False
txn_0000081,card_00868,2026-01-13T22:32:44Z,28.25,electronics,US,False,False
txn_0000082,card_00234,2026-01-10T11:52:36Z,211.05,atm_withdrawal,GB,True,False
txn_0000083,card_00688,2026-01-14T13:50:00Z,518.05,utilities,US,True,False
txn_0000084,card_00318,2026-01-05T10:24:32Z,24.66,grocery,US,False,False
txn_0000085,card_00276,2026-01-28T09:17:46Z,358.25,utilities,GB,False,False
txn_0000086,card_00804,2026-01-04T10:54:46Z,265.81,fuel,AE,False,False
txn_0000087,card_00680,2026-01-13T22:05:53Z,75.25,restaurant,SG,True,False
txn_0000088,card_00365,2026-01-04T23:06:15Z,29.19,electronics,SG,True,False
txn_0000089,card_00148,2026-01-12T23:33:58Z,58.54,pharmacy,GB,True,False
txn_0000090,card_00708,2026-01-22T00:13:45Z,277.73,online_retail,AE,False,False
txn_0000091,card_00768,2026-01-14T22:06:08Z,50.47,fuel,US,False,False
txn_0000092,card_00647,2026-01-08T05:33:27Z,222.7,online_retail,SG,True,False
txn_0000093,card_00286,2026-01-13T20:09:45Z,12.76,online_retail,GB,False,False
txn_0000094,card_00715,2026-01-10T22:45:57Z,145.2,electronics,US,False,False
txn_0000095,card_00248,2026-01-12T23:10:51Z,76.28,utilities,IN,False,False
txn_0000096,card_00037,2026-01-02T01:29:37Z,99.87,online_retail,DE,True,False
txn_0000097,card_00250,2026-01-20T07:24:35Z,240.9,fuel,SG,False,False
txn_0000098,card_00230,2026-01-24T14:45:00Z,39.66,utilities,DE,False,False
txn_0000099,card_00749,2026-01-11T00:58:44Z,16.94,utilities,DE,True,False
txn_0000100,card_00012,2026-01-18T17:06:37Z,214.5,entertainment,GB,False,False
txn_0000101,card_00336,2026-01-19T02:22:34Z,134.4,grocery,DE,False,False
txn_0000102,card_00796,2026-01-19T17:16:37Z,14.2,entertainment,SG,False,False
txn_0000103,card_00637,2026-01-30T20:26:52Z,55.35,utilities,SG,False,False
txn_0000104,card_00083,2026-01-27T07:05:52Z,176.85,utilities,SG,True,False
txn_0000105,card_00688,2026-01-14T17:36:46Z,42.58,electronics,US,True,False
txn_0000106,card_00312,2026-01-14T05:55:52Z,307.4,entertainment,US,True,False
txn_0000107,card_00159,2026-01-03T10:23:55Z,29.87,atm_withdrawal,DE,True,False
txn_0000108,card_00172,2026-01-30T02:09:09Z,82.53,online_retail,US,False,False
txn_0000109,card_00486,2026-01-10T19:47:22Z,44.62,electronics,GB,False,False
txn_0000110,card_00648,2026-01-09T08:27:59Z,7.6,utilities,DE,True,False
txn_0000111,card_00411,2026-01-08T07:55:57Z,32.7,entertainment,SG,True,False
txn_0000112,card_00391,2026-01-14T17:08:06Z,20.5,entertainment,GB,False,False
txn_0000113,card_00370,2026-01-15T15:36:31Z,8.35,online_retail,AE,True,False
txn_0000114,card_00136,2026-01-05T10:29:20Z,168.07,grocery,IN,True,False
txn_0000115,card_00406,2026-01-02T03:33:20Z,69.18,fuel,SG,True,False
txn_0000116,card_00526,2026-01-06T08:27:00Z,66.31,utilities,US,False,False
txn_0000117,card_00675,2026-01-05T16:49:05Z,11.78,grocery,US,True,False
txn_0000118,card_00810,2026-01-08T13:22:50Z,68.67,utilities,AE,True,False
txn_0000119,card_00462,2026-01-30T16:40:28Z,22.55,fuel,IN,False,False
txn_0000120,card_00842,2026-01-24T12:30:27Z,470.46,online_retail,GB,False,False
txn_0000121,card_00347,2026-01-17T17:57:44Z,1165.7,pharmacy,AE,False,False
txn_0000122,card_00504,2026-01-19T11:43:18Z,13.1,travel,US,True,False
txn_0000123,card_00337,2026-01-07T05:19:58Z,76.81,restaurant,US,False,False
txn_0000124,card_00777,2026-01-08T06:13:24Z,250.54,grocery,DE,False,False
txn_0000125,card_00505,2026-01-25T13:56:37Z,133.47,travel,SG,False,False
txn_0000126,card_00304,2026-01-08T04:53:16Z,139.76,restaurant,GB,True,False
txn_0000127,card_00888,2026-01-27T20:13:29Z,36.93,electronics,GB,False,False
txn_0000128,card_00124,2026-01-18T14:09:14Z,174.04,fuel,GB,False,True
txn_0000129,card_00704,2026-01-07T07:20:43Z,29.02,electronics,DE,True,False
txn_0000130,card_00538,2026-01-10T06:47:47Z,87.49,entertainment,IN,True,False
txn_0000131,card_00273,2026-01-17T18:58:35Z,208.66,grocery,SG,False,False
txn_0000132,card_00872,2026-01-16T10:27:55Z,4.57,online_retail,US,True,False
txn_0000133,card_00610,2026-01-16T07:04:47Z,136.91,online_retail,AE,False,False
txn_0000134,card_00844,2026-01-22T20:55:59Z,22.7,atm_withdrawal,US,False,False
txn_0000135,card_00306,2026-01-07T12:29:25Z,21.16,restaurant,GB,True,False
txn_0000136,card_00743,2026-01-04T06:35:45Z,767.37,pharmacy,IN,True,False
txn_0000137,card_00169,2026-01-02T01:35:45Z,17.77,travel,GB,False,False
txn_0000138,card_00816,2026-01-29T05:05:35Z,175.61,electronics,US,True,False
txn_0000139,card_00151,2026-01-14T09:55:35Z,32.57,restaurant,GB,False,False
txn_0000140,card_00772,2026-01-17T22:44:16Z,303.81,utilities,SG,False,False
txn_0000141,card_00744,2026-01-04T05:19:09Z,45.32,entertainment,AE,False,False
txn_0000142,card_00708,2026-01-16T03:04:43Z,38.04,atm_withdrawal,DE,True,False
txn_0000143,card_00481,2026-01-29T19:14:55Z,101.54,utilities,DE,False,False
txn_0000144,card_00059,2026-01-13T15:22:14Z,66.24,travel,SG,True,False
txn_0000145,card_00082,2026-01-04T17:07:09Z,16.52,online_retail,SG,True,False
txn_0000146,card_00759,2026-01-15T23:21:22Z,66.31,pharmacy,AE,False,False
txn_0000147,card_00360,2026-01-29T14:02:01Z,12.54,grocery,AE,True,False
txn_0000148,card_00018,2026-01-08T03:22:02Z,21.31,utilities,US,False,False
txn_0000149,card_00352,2026-01-22T14:43:48Z,129.92,travel,US,True,False
txn_0000150,card_00593,2026-01-07T18:06:15Z,80.94,restaurant,SG,True,False
txn_0000151,card_00760,2026-01-03T03:12:09Z,13.54,online_retail,GB,False,False
txn_0000152,card_00820,2026-01-01T12:25:35Z,8.53,grocery,US,True,False
txn_0000153,card_00175,2026-01-23T17:21:44Z,114.28,electronics,GB,False,False
txn_0000154,card_00562,2026-01-19T10:20:14Z,47.99,utilities,SG,False,False
txn_0000155,card_00462,2026-01-25T07:34:55Z,113.43,fuel,GB,True,False
txn_0000156,card_00697,2026-01-26T13:38:20Z,239.4,restaurant,IN,False,False
txn_0000157,card_00180,2026-01-27T04:28:19Z,20.48,pharmacy,US,False,False
txn_0000158,card_00310,2026-01-09T21:07:53Z,79.98,grocery,US,True,False
txn_0000159,card_00618,2026-01-27T07:03:03Z,159.13,atm_withdrawal,DE,True,False
txn_0000160,card_00095,2026-01-13T19:55:04Z,141.34,electronics,DE,False,False
txn_0000161,card_00251,2026-01-10T06:51:29Z,67.6,entertainment,US,False,False
txn_0000162,card_00745,2026-01-16T11:21:40Z,129.33,atm_withdrawal,SG,True,False
txn_0000163,card_00626,2026-01-18T13:20:12Z,384.71,electronics,AE,False,False
txn_0000164,card_00038,2026-01-28T00:57:51Z,23.72,atm_withdrawal,GB,False,False
txn_0000165,card_00238,2026-01-17T20:35:35Z,17.51,travel,SG,True,False
txn_0000166,card_00779,2026-01-08T18:01:52Z,30.49,electronics,GB,False,False
txn_0000167,card_00769,2026-01-25T15:17:29Z,76.33,pharmacy,SG,False,False
txn_0000168,card_00490,2026-01-12T15:51:00Z,258.76,pharmacy,AE,True,False
txn_0000169,card_00092,2026-01-18T21:08:53Z,168.21,electronics,US,True,False
txn_0000170,card_00529,2026-01-04T17:47:59Z,36.95,atm_withdrawal,US,False,False
txn_0000171,card_00003,2026-01-07T02:08:31Z,206.14,restaurant,US,True,False
txn_0000172,card_00881,2026-01-10T10:57:17Z,12.11,entertainment,AE,True,False
txn_0000173,card_00175,2026-01-05T01:47:36Z,264.41,travel,US,True,False
txn_0000174,card_00656,2026-01-07T01:46:04Z,6.42,entertainment,US,False,False
txn_0000175,card_00143,2026-01-14T20:23:13Z,29.67,restaurant,SG,False,False
txn_0000176,card_00794,2026-01-14T01:25:25Z,241.49,fuel,AE,False,False
txn_0000177,card_00604,2026-01-06T00:49:12Z,158.72,online_retail,GB,False,False
txn_0000178,card_00024,2026-01-28T14:46:11Z,35.16,grocery,US,True,False
txn_0000179,card_00425,2026-01-20T22:08:57Z,160.06,atm_withdrawal,GB,True,False
txn_0000180,card_00259,2026-01-04T21:03:42Z,33.54,utilities,GB,True,False
txn_0000181,card_00241,2026-01-08T20:11:22Z,24.71,pharmacy,DE,False,False
txn_0000182,card_00624,2026-01-04T14:13:38Z,117.62,fuel,US,True,False
txn_0000183,card_00651,2026-01-10T23:37:13Z,27.81,online_retail,AE,True,False
txn_0000184,card_00211,2026-01-21T21:20:17Z,54.65,grocery,AE,True,False
txn_0000185,card_00080,2026-01-30T22:49:00Z,547.17,pharmacy,DE,True,False
txn_0000186,card_00420,2026-01-21T10:00:05Z,100.23,atm_withdrawal,IN,False,False
txn_0000187,card_00307,2026-01-28T05:32:33Z,64.7,restaurant,US,False,False
txn_0000188,card_00859,2026-01-02T10:42:33Z,132.14,pharmacy,IN,True,False
txn_0000189,card_00303,2026-01-16T08:25:18Z,10.48,electronics,US,False,False
txn_0000190,card_00069,2026-01-13T22:42:39Z,77.13,fuel,AE,False,False
txn_0000191,card_00095,2026-01-21T09:29:05Z,905.1,fuel,SG,True,False
txn_0000192,card_00366,2026-01-08T06:32:54Z,49.22,restaurant,SG,False,False
txn_0000193,card_00741,2026-01-29T04:43:23Z,58.09,fuel,GB,False,False
txn_0000194,card_00518,2026-01-29T05:05:25Z,27.07,atm_withdrawal,US,True,False
txn_0000195,card_00831,2026-01-26T16:41:31Z,28.39,pharmacy,SG,True,False
txn_0000196,card_00483,2026-01-22T05:27:24Z,43.58,fuel,DE,False,False
txn_0000197,card_00774,2026-01-05T22:41:54Z,309.97,electronics,IN,True,False
txn_0000198,card_00891,2026-01-01T10:03:44Z,90.89,online_retail,SG,True,False
txn_0000199,card_00502,2026-01-05T10:12:11Z,65.5,pharmacy,DE,True,True
txn_0000200,card_00871,2026-01-05T22:29:17Z,44.88,pharmacy,US,True,False
txn_0000201,card_00675,2026-01-17T08:18:46Z,226.16,electronics,GB,True,False
txn_0000202,card_00063,2026-01-14T10:33:48Z,91.96,electronics,GB,True,False
txn_0000203,card_00255,2026-01-03T07:36:59Z,102.56,pharmacy,GB,False,False
txn_0000204,card_00470,2026-01-14T06:23:31Z,116.19,travel,AE,True,False
txn_0000205,card_00266,2026-01-23T23:26:01Z,39.86,grocery,DE,True,False
txn_0000206,card_00315,2026-01-04T11:40:52Z,46.87,travel,IN,True,False
txn_0000207,card_00398,2026-01-12T19:35:15Z,142.77,utilities,SG,True,False
txn_0000208,card_00852,2026-01-10T12:54:59Z,115.54,restaurant,SG,True,False
txn_0000209,card_00562,2026-01-29T06:58:39Z,195.9,travel,DE,False,False
txn_0000210,card_00003,2026-01-20T02:03:42Z,215.25,utilities,US,False,False
txn_0000211,card_00033,2026-01-28T18:25:52Z,75.91,restaurant,SG,True,False
txn_0000212,card_00739,2026-01-07T09:37:02Z,126.39,pharmacy,IN,True,False
txn_0000213,card_00649,2026-01-29T20:20:47Z,24.84,atm_withdrawal,IN,True,False
txn_0000214,card_00336,2026-01-27T04:58:33Z,84.97,atm_withdrawal,GB,False,False
txn_0000215,card_00218,2026-01-27T03:45:37Z,10.74,grocery,AE,True,False
txn_0000216,card_00696,2026-01-25T10:18:40Z,127.71,fuel,IN,True,False
txn_0000217,card_00568,2026-01-10T21:46:22Z,879.59,utilities,DE,True,True
txn_0000218,card_00756,2026-01-22T12:44:56Z,32.6,utilities,IN,True,False
txn_0000219,card_00771,2026-01-01T19:28:14Z,164.67,pharmacy,SG,True,False
txn_0000220,card_00731,2026-01-29T12:00:19Z,76.34,fuel,IN,True,False
txn_0000221,card_00235,2026-01-23T21:56:58Z,105.7,travel,GB,False,False
txn_0000222,card_00096,2026-01-09T03:39:19Z,30.76,online_retail,AE,False,False
txn_0000223,card_00504,2026-01-17T14:20:00Z,101.62,entertainment,DE,True,False
txn_0000224,card_00227,2026-01-07T12:22:40Z,3.1,atm_withdrawal,SG,False,False
txn_0000225,card_00743,2026-01-17T07:49:10Z,41.54,pharmacy,SG,True,False
txn_0000226,card_00755,2026-01-06T12:38:57Z,92.33,grocery,DE,False,False
txn_0000227,card_00683,2026-01-20T01:23:53Z,620.78,utilities,SG,True,False
txn_0000228,card_00273,2026-01-06T20:43:39Z,291.71,grocery,AE,False,False
txn_0000229,card_00552,2026-01-23T14:45:42Z,31.43,travel,GB,True,False
txn_0000230,card_00288,2026-01-27T08:35:19Z,22.77,entertainment,AE,True,False
txn_0000231,card_00263,2026-01-09T12:36:11Z,209.12,pharmacy,AE,False,False
txn_0000232,card_00388,2026-01-14T03:29:42Z,93.7,grocery,AE,True,False
txn_0000233,card_00403,2026-01-02T07:55:37Z,75.17,electronics,GB,True,False
txn_0000234,card_00854,2026-01-17T07:08:26Z,26.3,pharmacy,GB,True,False
txn_0000235,card_00477,2026-01-26T12:33:04Z,14.25,restaurant,AE,False,False
txn_0000236,card_00819,2026-01-15T12:50:20Z,65.0,entertainment,SG,False,False
txn_0000237,card_00552,2026-01-23T13:30:17Z,16.29,fuel,US,False,False
txn_0000238,card_00035,2026-01-12T16:11:24Z,10.49,fuel,SG,True,False
txn_0000239,card_00335,2026-01-02T07:01:17Z,24.99,atm_withdrawal,AE,False,False
txn_0000240,card_00326,2026-01-01T05:04:30Z,43.46,atm_withdrawal,AE,True,False
txn_0000241,card_00741,2026-01-01T06:30:26Z,211.63,fuel,US,True,False
txn_0000242,card_00155,2026-01-13T15:26:50Z,48.5,grocery,AE,False,False
txn_0000243,card_00766,2026-01-30T00:39:52Z,387.58,restaurant,US,False,False
txn_0000244,card_00311,2026-01-17T17:41:15Z,73.17,travel,US,True,False
txn_0000245,card_00262,2026-01-16T05:25:57Z,40.17,utilities,SG,False,False
txn_0000246,card_00166,2026-01-14T06:43:09Z,117.87,travel,DE,False,False
txn_0000247,card_00113,2026-01-21T18:01:09Z,80.47,restaurant,DE,False,False
txn_0000248,card_00373,2026-01-03T20:47:30Z,8.64,utilities,SG,True,False
txn_0000249,card_00623,2026-01-11T05:41:01Z,17.1,atm_withdrawal,GB,True,False
txn_0000250,card_00550,2026-01-23T10:30:48Z,19.23,online_retail,AE,True,False
txn_0000251,card_00588,2026-01-07T18:43:56Z,91.14,electronics,DE,False,False
txn_0000252,card_00002,2026-01-17T00:14:13Z,121.62,grocery,GB,True,False
txn_0000253,card_00614,2026-01-19T23:26:54Z,5.63,travel,GB,True,False
txn_0000254,card_00656,2026-01-02T04:56:02Z,106.4,electronics,AE,True,False
txn_0000255,card_00864,2026-01-20T19:26:46Z,52.63,online_retail,US,True,False
txn_0000256,card_00681,2026-01-07T11:30:50Z,20.31,fuel,IN,True,False
txn_0000257,card_00022,2026-01-24T20:16:55Z,65.04,restaurant,GB,True,False
txn_0000258,card_00285,2026-01-25T00:58:12Z,45.24,utilities,IN,True,False
txn_0000259,card_00214,2026-01-08T05:09:33Z,165.55,utilities,GB,False,False
txn_0000260,card_00602,2026-01-15T16:42:43Z,28.08,grocery,US,True,False
txn_0000261,card_00188,2026-01-22T22:09:55Z,203.02,grocery,AE,True,False
txn_0000262,card_00878,2026-01-16T22:26:31Z,95.89,atm_withdrawal,GB,False,False
txn_0000263,card_00805,2026-01-03T22:24:30Z,29.73,electronics,GB,True,False
txn_0000264,card_00181,2026-01-06T02:56:05Z,41.51,grocery,SG,False,False
txn_0000265,card_00097,2026-01-23T12:27:31Z,37.5,pharmacy,SG,True,False
txn_0000266,card_00788,2026-01-30T20:53:41Z,520.16,entertainment,SG,True,False
txn_0000267,card_00069,2026-01-10T15:07:05Z,105.97,electronics,AE,False,False
txn_0000268,card_00301,2026-01-09T20:55:30Z,280.95,fuel,DE,False,False
txn_0000269,card_00812,2026-01-10T20:08:39Z,81.2,online_retail,GB,True,False
txn_0000270,card_00160,2026-01-03T16:35:40Z,167.58,pharmacy,SG,False,False
txn_0000271,card_00035,2026-01-19T18:11:44Z,90.86,entertainment,DE,True,False
txn_0000272,card_00193,2026-01-01T00:16:45Z,30.2,entertainment,SG,True,False
txn_0000273,card_00285,2026-01-06T10:22:42Z,14.26,online_retail,GB,False,False
txn_0000274,card_00161,2026-01-27T18:37:12Z,40.98,electronics,IN,False,False
txn_0000275,card_00433,2026-01-13T09:55:42Z,51.02,restaurant,GB,False,False
txn_0000276,card_00808,2026-01-23T02:48:45Z,47.31,restaurant,AE,True,False
txn_0000277,card_00633,2026-01-28T15:47:16Z,172.93,pharmacy,IN,True,False
txn_0000278,card_00240,2026-01-23T13:47:27Z,60.65,utilities,AE,True,False
txn_0000279,card_00234,2026-01-03T04:51:38Z,110.0,electronics,IN,True,False
txn_0000280,card_00708,2026-01-08T03:36:05Z,41.22,travel,AE,False,False
txn_0000281,card_00332,2026-01-18T11:25:09Z,748.55,restaurant,AE,False,False
txn_0000282,card_00240,2026-01-06T11:17:04Z,35.92,fuel,AE,False,False
txn_0000283,card_00486,2026-01-05T05:53:11Z,251.04,entertainment,GB,False,False
txn_0000284,card_00794,2026-01-21T20:53:34Z,56.83,restaurant,SG,True,False
txn_0000285,card_00524,2026-01-19T06:36:45Z,70.25,grocery,AE,True,False
txn_0000286,card_00855,2026-01-03T01:46:06Z,84.9,pharmacy,US,True,False
txn_0000287,card_00260,2026-01-15T21:19:29Z,231.45,entertainment,SG,True,False
txn_0000288,card_00691,2026-01-01T11:52:21Z,134.7,electronics,AE,True,False
txn_0000289,card_00845,2026-01-15T00:15:17Z,21.41,fuel,GB,True,False
txn_0000290,card_00634,2026-01-17T17:34:10Z,48.78,travel,SG,False,False
txn_0000291,card_00463,2026-01-22T00:14:42Z,321.98,entertainment,GB,True,False
txn_0000292,card_00707,2026-01-05T12:51:19Z,27.77,fuel,SG,True,False
txn_0000293,card_00125,2026-01-21T12:11:37Z,16.57,grocery,AE,True,False
txn_0000294,card_00402,2026-01-05T15:42:08Z,59.68,restaurant,DE,False,False
txn_0000295,card_00280,2026-01-08T23:47:50Z,111.85,atm_withdrawal,SG,True,False
txn_0000296,card_00007,2026-01-13T08:05:09Z,66.55,online_retail,DE,False,False
txn_0000297,card_00199,2026-01-15T08:56:04Z,15.26,atm_withdrawal,SG,True,False
txn_0000298,card_00807,2026-01-15T00:37:47Z,14.74,fuel,GB,False,False
txn_0000299,card_00405,2026-01-22T12:25:42Z,37.94,grocery,IN,True,False
txn_0000300,card_00024,2026-01-07T09:35:21Z,169.47,fuel,AE,True,False
txn_0000301,card_00141,2026-01-30T12:39:12Z,309.57,utilities,US,True,False
txn_0000302,card_00513,2026-01-08T07:04:11Z,121.74,electronics,GB,True,True
txn_0000303,card_00111,2026-01-21T20:14:58Z,20.77,online_retail,DE,False,False
txn_0000304,card_00617,2026-01-07T16:52:45Z,51.87,fuel,GB,False,False
txn_0000305,card_00192,2026-01-17T01:06:17Z,15.39,entertainment,GB,False,False
txn_0000306,card_00174,2026-01-15T15:34:29Z,32.94,pharmacy,IN,True,False
txn_0000307,card_00773,2026-01-07T17:12:47Z,251.21,entertainment,IN,True,False
txn_0000308,card_00689,2026-01-12T03:53:21Z,109.94,fuel,AE,False,False
txn_0000309,card_00030,2026-01-03T22:54:27Z,575.87,atm_withdrawal,US,True,False
txn_0000310,card_00078,2026-01-25T15:15:01Z,15.45,utilities,SG,True,False
txn_0000311,card_00036,2026-01-27T22:36:01Z,74.42,entertainment,AE,True,False
txn_0000312,card_00523,2026-01-18T13:29:20Z,24.11,restaurant,IN,False,False
txn_0000313,card_00231,2026-01-11T00:31:28Z,47.53,online_retail,IN,True,False
txn_0000314,card_00415,2026-01-21T13:35:38Z,55.74,utilities,SG,False,False
txn_0000315,card_00182,2026-01-26T00:16:25Z,86.98,utilities,SG,False,False
txn_0000316,card_00035,2026-01-11T17:01:51Z,113.83,utilities,DE,False,False
txn_0000317,card_00627,2026-01-06T17:41:45Z,18.93,travel,US,True,False
txn_0000318,card_00307,2026-01-19T02:43:37Z,34.93,fuel,SG,True,False
txn_0000319,card_00394,2026-01-06T02:46:39Z,25.64,entertainment,DE,True,False
txn_0000320,card_00517,2026-01-01T01:28:50Z,523.31,atm_withdrawal,GB,False,False
txn_0000321,card_00414,2026-01-07T09:44:14Z,56.47,fuel,IN,False,False
txn_0000322,card_00419,2026-01-27T17:48:27Z,342.62,utilities,US,True,False
txn_0000323,card_00275,2026-01-16T05:33:46Z,8.22,fuel,US,True,False
